,Recipe_ID,Recipe_Name,Cuisine_Type,Ingredients_List,Preparation_Steps,Cooking_Time_Minutes,Difficulty_Level,User_ID,User_Preferences,User_Rating,User_Feedback,Date_Prepared,Season,Occasion,Serving_Size,Calories_Per_Serving,Allergen_Information,Cost_Per_Serving,Popularity_Score,Seasonal_Availability,Type_Count,Pre_Count,Ing_Count,Top_Type,Top_Pre,Top_Ing,Total_Time,Type_Freq,Pre_Freq,Ing_Freq,Ing_Sim,Pre_Sim,Is_Aller
58,R059,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,18,Hard,U838,Vegetarian,5,Feedback 59,2024-08-20,Winter,Casual,4,278,Dairy,13.69,100,No,4,2,2,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",7,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.2935025,0.24441317,0
59,R060,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,31,Medium,U897,,3,Feedback 60,2024-02-16,Summer,Party,4,533,,9.11,279,Yes,3,3,3,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",12,0.25,0.25,0.25,0.9999999,0.6008035,0
60,R061,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,33,Medium,U310,Gluten-Free,1,Feedback 61,2024-02-24,Spring,Dinner,2,450,,10.45,193,No,3,3,3,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",6,0.5,0.5,0.5,1.0,0.99999994,0
61,R062,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,89,Hard,U983,Vegetarian,1,Feedback 62,2024-03-12,Spring,Casual,5,247,Dairy,18.22,354,No,2,1,1,Indian,Cook beef; Prepare toppings; Assemble tacos.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",6,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3923667,0.7589728,0
62,R063,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,89,Medium,U420,,3,Feedback 63,2024-09-23,Summer,Party,5,432,,11.37,141,No,1,1,1,Indian,Cook beef; Prepare toppings; Assemble tacos.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9999999,0.9999999,0
63,R064,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,26,Hard,U656,Vegetarian,1,Feedback 64,2024-04-12,Winter,Lunch,6,537,Dairy,11.65,253,No,1,1,1,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",9,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0871313,0.2420375,0
64,R065,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,32,Easy,U297,,2,Feedback 65,2024-10-12,Spring,Party,6,520,Gluten,17.66,372,No,1,1,1,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.52486247,0.31877378,0
65,R066,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,90,Medium,U358,Gluten-Free,2,Feedback 66,2024-08-29,Winter,Casual,3,360,,8.91,191,Yes,1,1,1,Mexican,Cook beef; Prepare toppings; Assemble tacos.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",5,0.2,0.2,0.2,0.21890011,0.2786578,0
66,R067,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,54,Easy,U322,,1,Feedback 67,2024-11-06,Fall,Lunch,2,514,Gluten,11.39,137,Yes,6,4,4,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",9,0.6666666666666666,0.4444444444444444,0.4444444444444444,1.0,1.0,0
67,R068,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,69,Hard,U238,Vegetarian,4,Feedback 68,2024-01-06,Fall,Casual,5,512,Dairy,15.29,343,Yes,4,2,2,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",8,0.5,0.25,0.25,0.2935025,0.24441317,0
68,R069,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,88,Medium,U561,,1,Feedback 69,2024-10-27,Spring,Casual,2,451,,16.41,276,No,3,3,3,Mexican,Cook beef; Prepare toppings; Assemble tacos.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",5,0.6,0.6,0.6,0.9999999,0.9999999,0
69,R070,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,55,Hard,U959,Vegetarian,1,Feedback 70,2024-01-21,Fall,Party,3,660,Dairy,7.36,110,Yes,5,2,2,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",9,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.38125843,0.24441317,0
70,R071,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,72,Hard,U832,Vegetarian,1,Feedback 71,2024-04-05,Spring,Dinner,1,356,Dairy,17.79,320,No,7,4,4,Italian,Cook beef; Prepare toppings; Assemble tacos.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",12,0.5833333333333334,0.3333333333333333,0.3333333333333333,0.3923667,0.7589728,0
71,R072,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,85,Medium,U656,Gluten-Free,1,Feedback 72,2024-06-04,Winter,Party,3,234,,12.31,352,Yes,4,4,4,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",9,0.4444444444444444,0.4444444444444444,0.4444444444444444,1.0,0.99999994,0
72,R073,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,19,Medium,U748,,4,Feedback 73,2024-02-22,Summer,Party,3,798,,19.89,272,Yes,2,2,2,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",11,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.3923667,0.7589728,0
73,R074,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,46,Easy,U173,,3,Feedback 74,2024-08-21,Fall,Party,4,525,Gluten,16.28,204,Yes,7,3,3,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",10,0.7,0.3,0.3,0.38125843,0.24441317,0
74,R075,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,62,Easy,U575,,5,Feedback 75,2024-09-11,Fall,Casual,2,733,Gluten,11.53,341,No,4,3,3,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",8,0.5,0.375,0.375,0.41570342,1.0,0
75,R076,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,65,Hard,U779,Vegetarian,4,Feedback 76,2024-05-09,Fall,Casual,4,647,Dairy,18.97,373,Yes,1,1,1,Italian,Cook beef; Prepare toppings; Assemble tacos.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",2,0.5,0.5,0.5,0.3923667,0.7589728,0
76,R077,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,29,Medium,U527,Gluten-Free,4,Feedback 77,2024-05-19,Summer,Party,4,788,,19.77,57,Yes,1,1,1,Italian,Cook beef; Prepare toppings; Assemble tacos.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.21890011,0.2786578,0
77,R078,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,90,Hard,U285,Vegetarian,5,Feedback 78,2024-12-01,Fall,Lunch,4,382,Dairy,7.3,230,Yes,3,3,3,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",5,0.6,0.6,0.6,1.0000001,1.0,0
78,R079,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,67,Medium,U829,Gluten-Free,1,Feedback 79,2024-04-15,Spring,Dinner,4,368,,8.34,271,No,2,2,2,Italian,Cook beef; Prepare toppings; Assemble tacos.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",8,0.25,0.25,0.25,0.21890011,0.2786578,0
79,R080,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,54,Hard,U530,Vegetarian,3,Feedback 80,2024-08-02,Winter,Casual,4,472,Dairy,15.65,179,No,1,1,1,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",1,1.0,1.0,1.0,1.0000001,1.0,0
80,R081,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,28,Easy,U251,,5,Feedback 81,2024-10-10,Winter,Lunch,1,560,Gluten,15.31,488,No,4,2,2,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",7,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.38125843,1.0,0
81,R082,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,77,Easy,U929,,4,Feedback 82,2024-04-27,Spring,Party,1,271,Gluten,17.16,490,Yes,3,1,1,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",5,0.6,0.2,0.2,0.38125843,0.24441317,0
82,R083,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,77,Medium,U472,,3,Feedback 83,2024-08-31,Winter,Casual,6,424,,15.66,413,Yes,2,2,2,Mexican,Cook beef; Prepare toppings; Assemble tacos.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",4,0.5,0.5,0.5,0.9999999,0.9999999,0
83,R084,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,75,Easy,U183,Vegan,2,Feedback 84,2024-10-12,Winter,Lunch,1,479,Soy,17.2,364,No,2,2,2,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",7,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.41570342,0.5425549,1
84,R085,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,85,Easy,U976,Vegan,5,Feedback 85,2024-07-07,Summer,Lunch,2,783,Soy,7.95,239,No,1,1,1,Mexican,Cook beef; Prepare toppings; Assemble tacos.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.14242914,0.094956286,1
85,R086,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,25,Medium,U394,Gluten-Free,3,Feedback 86,2024-05-19,Fall,Lunch,1,246,,19.76,244,Yes,1,1,1,Italian,Chop veggies; Stir-fry; Add sauce; Serve.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",8,0.125,0.125,0.125,0.21890011,0.27471507,0
86,R087,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,18,Hard,U894,Vegetarian,1,Feedback 87,2024-07-14,Summer,Dinner,3,700,Dairy,17.13,251,No,2,1,1,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",7,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0871313,0.2420375,0
87,R088,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,58,Medium,U550,Gluten-Free,4,Feedback 88,2024-02-01,Summer,Party,5,540,,14.18,426,No,3,3,3,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",7,0.42857142857142855,0.42857142857142855,0.42857142857142855,1.0,0.99999994,0
88,R089,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,74,Easy,U499,,2,Feedback 89,2024-05-16,Winter,Casual,2,479,Gluten,15.97,331,Yes,6,4,4,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",12,0.5,0.3333333333333333,0.3333333333333333,0.41570342,1.0,0
89,R090,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,87,Medium,U532,,3,Feedback 90,2024-12-08,Spring,Dinner,5,415,,6.08,431,No,2,2,2,Italian,Cook beef; Prepare toppings; Assemble tacos.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9999999,0.9999999,0
90,R091,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,72,Medium,U840,Gluten-Free,4,Feedback 91,2024-10-04,Winter,Lunch,4,395,,17.19,260,No,1,1,1,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.52486247,0.31877378,0
91,R092,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,54,Medium,U492,,4,Feedback 92,2024-07-07,Summer,Lunch,6,486,,7.96,262,No,5,5,5,Mexican,Cook beef; Prepare toppings; Assemble tacos.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",11,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.9999999,0.9999999,0
92,R093,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,85,Easy,U107,Vegan,5,Feedback 93,2024-02-02,Winter,Dinner,3,528,Soy,18.73,206,No,2,2,2,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9999999,1.0,1
93,R094,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,51,Easy,U946,Vegan,2,Feedback 94,2024-11-09,Fall,Dinner,6,352,Soy,5.96,452,No,2,2,2,Chinese,Boil pasta; Cook beef; Add sauce; Combine.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.14242914,0.5425549,1
94,R095,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,61,Medium,U972,Gluten-Free,1,Feedback 95,2024-03-06,Winter,Party,2,528,,8.29,345,No,2,2,2,Italian,Chop veggies; Stir-fry; Add sauce; Serve.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",12,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.21890011,0.27471507,0
95,R096,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,77,Medium,U155,,4,Feedback 96,2024-01-12,Spring,Casual,5,551,,12.74,51,No,2,2,2,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3923667,0.7589728,0
96,R097,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,88,Easy,U295,,3,Feedback 97,2024-08-09,Winter,Dinner,5,256,Gluten,5.13,122,No,4,2,2,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",7,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.38125843,1.0,0
97,R098,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,41,Medium,U603,,4,Feedback 98,2024-04-11,Spring,Dinner,4,364,,9.39,421,Yes,1,1,1,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",9,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.21890011,0.2786578,0
98,R099,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,27,Hard,U286,Vegetarian,1,Feedback 99,2024-07-21,Winter,Party,6,344,Dairy,16.73,490,No,3,2,2,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",4,0.75,0.5,0.5,1.0000001,1.0,0
99,R100,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,68,Medium,U348,Gluten-Free,1,Feedback 100,2024-06-02,Spring,Dinner,1,612,,14.4,372,No,2,2,2,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",10,0.2,0.2,0.2,0.0871313,0.2420375,0
100,R101,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,70,Easy,U532,Vegan,5,Feedback 101,2024-12-24,Summer,Lunch,6,509,Soy,17.49,291,No,1,1,1,Italian,Cook beef; Prepare toppings; Assemble tacos.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.14242914,0.094956286,1
101,R102,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,28,Hard,U368,Vegetarian,3,Feedback 102,2024-09-07,Summer,Dinner,5,785,Dairy,19.77,291,Yes,4,3,3,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",7,0.5714285714285714,0.42857142857142855,0.42857142857142855,1.0000001,1.0,0
102,R103,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,73,Medium,U722,,3,Feedback 103,2024-09-10,Spring,Party,1,266,,19.31,372,Yes,3,3,3,Mexican,Cook beef; Prepare toppings; Assemble tacos.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",8,0.375,0.375,0.375,0.9999999,0.9999999,0
103,R104,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,18,Easy,U784,,5,Feedback 104,2024-05-03,Fall,Lunch,2,595,Gluten,18.69,392,Yes,2,2,2,Indian,Boil pasta; Cook beef; Add sauce; Combine.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",7,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.61875,1.0,0
104,R105,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,44,Easy,U972,Vegan,3,Feedback 105,2024-09-07,Winter,Dinner,5,742,Soy,13.32,361,Yes,3,3,3,Italian,Chop veggies; Stir-fry; Add sauce; Serve.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",12,0.25,0.25,0.25,0.14242914,1.0,1
105,R106,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,38,Easy,U108,,4,Feedback 106,2024-10-01,Fall,Party,6,705,Gluten,8.7,136,Yes,1,1,1,Mexican,Cook beef; Prepare toppings; Assemble tacos.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.61875,0.6008035,0
106,R107,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,37,Medium,U520,,5,Feedback 107,2024-12-04,Spring,Casual,3,713,,15.45,277,No,2,2,2,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9999999,0.094956286,0
107,R108,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,28,Easy,U767,,4,Feedback 108,2024-05-21,Summer,Dinner,4,296,Gluten,5.51,216,No,2,1,1,Italian,Cook beef; Prepare toppings; Assemble tacos.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",6,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.61875,0.6008035,0
108,R109,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,22,Easy,U573,,3,Feedback 109,2024-09-01,Fall,Casual,2,550,Gluten,17.19,63,No,1,1,1,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.52486247,0.31877378,0
109,R110,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,18,Medium,U834,,1,Feedback 110,2024-03-25,Fall,Dinner,5,777,,17.14,211,No,1,1,1,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",9,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.21890011,0.2786578,0
110,R111,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,59,Hard,U898,Vegetarian,1,Feedback 111,2024-06-27,Fall,Casual,3,492,Dairy,9.08,326,No,2,2,2,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2935025,0.32049504,0
111,R112,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,19,Medium,U596,Gluten-Free,5,Feedback 112,2024-10-17,Summer,Lunch,4,276,,7.5,334,No,4,4,4,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",7,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.0,0.99999994,0
112,R113,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,22,Easy,U888,,5,Feedback 113,2024-05-10,Winter,Dinner,1,390,Gluten,10.18,109,No,5,4,4,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",8,0.625,0.5,0.5,1.0,1.0,0
113,R114,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,24,Medium,U613,Gluten-Free,5,Feedback 114,2024-11-27,Summer,Lunch,1,340,,5.4,487,No,2,2,2,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",4,0.5,0.5,0.5,1.0,0.99999994,0
114,R115,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,70,Hard,U422,Vegetarian,5,Feedback 115,2024-07-08,Spring,Casual,6,771,Dairy,11.8,230,No,5,4,4,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",9,0.5555555555555556,0.4444444444444444,0.4444444444444444,1.0000001,1.0,0
115,R116,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,61,Medium,U261,,2,Feedback 116,2024-01-05,Spring,Lunch,5,315,,19.0,253,Yes,1,1,1,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.21890011,0.2786578,0
116,R117,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,30,Hard,U135,Vegetarian,2,Feedback 117,2024-01-18,Fall,Lunch,4,551,Dairy,12.2,429,No,4,2,2,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",9,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0871313,0.2420375,0
